"title","author","year","journal","abstract","research_areas","label","screened_abstracts","notes"
"Coast-wide evidence of low pH amelioration by seagrass ecosystems","Ricart, Aurora M. and Ward, Melissa and Hill, Tessa M. and Sanford, Eric and Kroeker, Kristy J. and Takeshita, Yuichiro and Merolla, Sarah and Shukla, Priya and Ninokawa, Aaron T. and Elsmore, Kristen and Gaylord, Brian","2021","Global Change Biology","Global-scale ocean acidification has spurred interest in the capacity of seagrass ecosystems to increase seawater pH within crucial shoreline habitats through photosynthetic activity. However, the dynamic variability of the coastal carbonate system has impeded generalization into whether seagrass aerobic metabolism ameliorates low pH on physiologically and ecologically relevant timescales. Here we present results of the most extensive study to date of pH modulation by seagrasses, spanning seven meadows (Zostera marina) and 1000 km of U.S. west coast over 6 years. Amelioration by seagrass ecosystems compared to non-vegetated areas occurred 65\% of the time (mean increase 0.07 +/- 0.008 SE). Events of continuous elevation in pH within seagrass ecosystems, indicating amelioration of low pH, were longer and of greater magnitude than opposing cases of reduced pH or exacerbation. Sustained elevations in pH of >0.1, comparable to a 30\% decrease in [}H+], were not restricted only to daylight hours but instead persisted for up to 21 days. Maximal pH elevations occurred in spring and summer during the seagrass growth season, with a tendency for stronger effects in higher latitude meadows. These results indicate that seagrass meadows can locally alleviate low pH conditions for extended periods of time with important implications for the conservation and management of coastal ecosystems.","Biodiversity \& Conservation; Environmental Sciences \& Ecology","2021.7122","selected",""
"California shellfish farmers: Perceptions of changing ocean conditions and strategies for adaptive capacity","Ward, Melissa and Spalding, Ana K. and Levine, Arielle and Wolters, Erika Allen","2022","Ocean \& Coastal Management","Coastal communities along the U.S. West Coast experience a myriad of environmental stressors, including exposure to low pH waters exacerbated by ocean acidification (OA). This can result in ecological and social consequences, making necessary the exploration and support for locally relevant strategies to adapt to OA and other environmental changes. The shellfish aquaculture industry along the West Coast is particularly vulnerable to OA, given the negative effects of low pH on shellfish survival and growth. As such, the social-ecological system exemplified by this industry serves as an opportunity to identify and address strategies for local adaptation. Through interviews conducted with West Coast shellfish farm owners and managers ('growers'), we investigate perceptions of OA and environmental change and identify specific strategies for adaptation. We find that growers are concerned about OA, among many other environmental stressors such as marine pathogens and water temperature. However, growers are often unable to attribute changes in shellfish survival or health to these environmental factors due to a lack of data and the resources and network required to acquire and interpret these data. From these interviews, we identify a list of adaptive strategies growers employ or would like to employ to improve their overall adaptive capacity to multiple stressors (environmental, economic, political), which together, allow farms to weather periods of OA-induced stress more effectively. Very few studies to date have identified specific adaptive strategies derived directly from the communities being impacted. This work therefore fills a gap in the literature on adaptive capacity by amplifying the voices of those on the front lines of climate change and identifying explicit pathways for adaptation.","Oceanography; Water Resources","2022.1929","selected",""
"Optimising reef-scale CO2 removal by seaweed to buffer ocean acidification","Mongin, Mathieu and Baird, Mark E. and Hadley, Scott and Lenton, Andrew","2016","Environmental Research Letters","The equilibration of rising atmospheric CO2 with the ocean is lowering pH in tropical waters by about 0.01 every decade. Coral reefs and the ecosystems they support are regarded as one of the most vulnerable ecosystems to ocean acidification, threatening their long-term viability. In response to this threat, different strategies for buffering the impact of ocean acidification have been proposed. As the pH experienced by individual corals on a natural reef system depends on many processes over different time scales, the efficacy of these buffering strategies remains largely unknown. Here we assess the feasibility and potential efficacy of a reef-scale (a few kilometers) carbon removal strategy, through the addition of seaweed (fleshy multicellular algae) farms within the Great Barrier Reef at the Heron Island reef. First, using diagnostic time-dependent age tracers in a hydrodynamic model, we determine the optimal location and size of the seaweed farm. Secondly, we analytically calculate the optimal density of the seaweed and harvesting strategy, finding, for the seaweed growth parameters used, a biomass of 42 g N m(-2) with a harvesting rate of up 3.2 g N m(-2) d(-1) maximises the carbon sequestration and removal. Numerical experiments show that an optimally located 1.9 km(2) farm and optimally harvested seaweed (removing biomass above 42 g N m(-2) every 7 d) increased aragonite saturation by 0.1 over 24 km(2) of the Heron Island reef. Thus, the most effective seaweed farm can only delay the impacts of global ocean acidification at the reef scale by 7-21 years, depending on future global carbon emissions. Our results highlight that only a kilometer-scale farm can partially mitigate global ocean acidification for a particular reef.","Environmental Sciences \& Ecology; Meteorology \& Atmospheric Sciences","2016.3606","selected",""
"Simulating CO2 leakages from CCS to determine Zn toxicity using the marine microalgae Pleurochrysis roscoffensis","Bautista- Chamizo, E. and De Orte, M.R. and DelValls, T.Ã. and Riba, I.","2016","Chemosphere","Due to the current climate change and ocean acidification, a new technology for CO2 mitigation has been proposed, the Carbon dioxide Capture and Storage (CCS). However, there is an ecological risk associated with potential CO2 leakages from the sub-seabed storages sites. To evaluate the effects related to CO2 leakages, laboratory-scales experiments were performed using the marine microalgae Pleurochrysis roscoffensis. Five Zn concentrations were tested at different pHs to study Zn toxicity under acidified conditions. Seawater was collected and submitted to acidification by means of CO2 injection and by HCl addition. Results showed differences between both acidification techniques: while microalgae growth was enhanced by CO2 supply, reaching the optimal growth at pH 6.5 and full inhibition at pH 5.5, HCl acidification growth was inhibited at pH 6.5. Although small concentrations of Zn were positive for P. roscoffensis growth, Zn toxicity increased at lower pHs, and more severely on samples acidified with HCl. The conclusions obtained in this work are useful to address the potential effects on the marine ecosystem related to changes in metal bioavailability during CO2 leakages scenarios. Â© 2015 Elsevier Ltd.",NA,"2016.864","selected",""
"Building global change resilience: Concrete has the potential to ameliorate the negative effects of climate-driven ocean change on a newly-settled calcifying invertebrate","Mos, Benjamin and Dworjanyn, Symon A. and Mamo, Lea T. and Kelaher, Brendan P.","2019","Science Of The Total Environment","Global climate change is driving sea level rise and increasingly frequent storm events, which are negatively impacting rapidly-growing coastal communities. To mitigate these impacts, coastal infrastructure must be further protected by upgrading hard defences. We propose that incorporating pH-buffering materials into these upgrades could safeguard marine organisms from the adverse effects of ocean acidification and ocean warming during the vulnerable transition from planktonic larvae to benthic juveniles. To test this, we examined the effects of ocean warming (24 or 27 degrees C), ocean acidification (pH 8.1, 7.9, 7.7), and substratum(concrete, greywacke, granite) in all combinations on the settlement success of an ecologically and commercially important sea urchin, Tripneustes gratilla. Low pH (7.9, 7.7) generally reduced the quantity and size of juveniles four weeks post-settlement, although this was partially ameliorated by increased temperature (24 vs. 27 degrees C). In the warmed and acidified treatments, settlement rates were lower on concrete than granite or greywacke, but two weeks post-settlement, juveniles on concrete were larger, and had longer spines and higher survival rates than on greywacke or granite, respectively. The benefits provided by concrete to newly-settled juveniles may be related to alkali chemicals leaching from concrete buffering low pH conditions in surrounding seawater and/or increased availability of bicarbonate in the boundary layers around its surface. Our results highlight the potential for pH-buffering materials to assist marine organisms in coping with the effects of changing ocean conditions, but further research is required to understand the generality and mechanism(s) driving the beneficial effects of concrete and to test pH-buffering materials in the field. (C) 2018 Elsevier B.V. All rights reserved.","Environmental Sciences \& Ecology","2019.8941","selected",""
"Effects of in situ CO2 enrichment on structural characteristics, photosynthesis, and growth of the Mediterranean seagrass Posidonia oceanica","Cox, T. Erin and Gazeau, Frederic and Alliouane, Samir and Hendriks, Iris E. and Mahacek, Paul and Le Fur, Arnaud and Gattuso, Jean-Pierre","2016","Biogeosciences","Seagrass is expected to benefit from increased carbon availability under future ocean acidification. This hypothesis has been little tested by in situ manipulation. To test for ocean acidification effects on seagrass meadows under controlled CO2/pH conditions, we used a Free Ocean Carbon Dioxide Enrichment (FOCE) system which allows for the manipulation of pH as continuous offset from ambient. It was deployed in a Posidonia oceanica meadow at 11 m depth in the Northwestern Mediterranean Sea. It consisted of two benthic enclosures, an experimental and a control unit both 1.7m(3), and an additional reference plot in the ambient environment (2 m(2)) to account for structural artifacts. The meadow was monitored from April to November 2014. The pH of the experimental enclosure was lowered by 0.26 pH units for the second half of the 8-month study. The greatest magnitude of change in P. oceanica leaf biometrics, photosynthesis, and leaf growth accompanied seasonal changes recorded in the environment and values were similar between the two enclosures. Leaf thickness may change in response to lower pH but this requires further testing. Results are congruent with other short-term and natural studies that have investigated the response of P. oceanica over a wide range of pH. They suggest any benefit from ocean acidification, over the next century (at a pH of similar to 7.7 on the total scale), on Posidonia physiology and growth may be minimal and difficult to detect without increased replication or longer experimental duration. The limited stimulation, which did not surpass any enclosure or seasonal effect, casts doubts on speculations that elevated CO2 would confer resistance to thermal stress and increase the buffering capacity of meadows.","Environmental Sciences \& Ecology; Geology","2016.9564","excluded",""
"The role of enhanced rock weathering deployment with agriculture in limiting future warming and protecting coral reefs","Vakilifard, N. and Kantzas, E.P. and Edwards, N.R. and Holden, P.B. and Beerling, D.J.","2021","Environmental Research Letters","Meeting the net-zero carbon emissions commitments of major economies by mid-century requires large-scale deployment of negative emission technologies (NETs). Terrestrial enhanced rock weathering on croplands (ERW) is a NET with co-benefits for agriculture, soils and ocean acidification that creates opportunities for generating income unaffected by diminishing carbon taxes as emissions approach net-zero. Here we show that ERW deployment with croplands to deliver net 2 Gt CO2 yr-1 removal approximately doubles the probability of meeting the Paris 1.5 Â°C target at 2100 from 23% to 42% in a high mitigation Representative Concentration Pathway 2.6 baseline climate. Carbon removal via carbon capture and storage (CCS) at the same rate had an equivalent effect. Co-deployment of ERW and CCS tripled the chances of meeting a 1.5 Â°C target (from 23% to 67%), and may be sufficient to reverse about one third of the surface ocean acidification effect caused by increases in atmospheric CO2 over the past 200 years. ERW increased the percentage of coral reefs above an aragonite saturation threshold of 3.5 from 16% to 39% at 2100, higher than CCS, highlighting a co-benefit for marine calcifying ecosystems. However, the degree of ocean state recovery in our simulations is highly uncertain and ERW deployment cannot substitute for near-term rapid CO2 emissions reductions. Â© 2021 The Author(s). Published by IOP Publishing Ltd.",NA,"2021.437","selected",""
"Coralline algal structure is more sensitive to rate, rather than the magnitude, of ocean acidification","Kamenos, N.A. and Burdett, H.L. and Aloisio, E. and Findlay, H.S. and Martin, S. and Longbone, C. and Dunn, J. and Widdicombe, S. and Calosi, P.","2013","Global Change Biology","Marine pCO2 enrichment via ocean acidification (OA), upwelling and release from carbon capture and storage (CCS) facilities is projected to have devastating impacts on marine biomineralisers and the services they provide. However, empirical studies using stable endpoint pCO2 concentrations find species exhibit variable biological and geochemical responses rather than the expected negative patterns. In addition, the carbonate chemistry of many marine systems is now being observed to be more variable than previously thought. To underpin more robust projections of future OA impacts on marine biomineralisers and their role in ecosystem service provision, we investigate coralline algal responses to realistically variable scenarios of marine pCO2 enrichment. Coralline algae are important in ecosystem function; providing habitats and nursery areas, hosting high biodiversity, stabilizing reef structures and contributing to the carbon cycle. Red coralline marine algae were exposed for 80Â days to one of three pH treatments: (i) current pH (control); (ii) low pH (7.7) representing OA change; and (iii) an abrupt drop to low pH (7.7) representing the higher rates of pH change observed at natural vent systems, in areas of upwelling and during CCS releases. We demonstrate that red coralline algae respond differently to the rate and the magnitude of pH change induced by pCO2 enrichment. At low pH, coralline algae survived by increasing their calcification rates. However, when the change to low pH occurred at a fast rate we detected, using Raman spectroscopy, weaknesses in the calcite skeleton, with evidence of dissolution and molecular positional disorder. This suggests that, while coralline algae will continue to calcify, they may be structurally weakened, putting at risk the ecosystem services they provide. Notwithstanding evolutionary adaptation, the ability of coralline algae to cope with OA may thus be determined primarily by the rate, rather than magnitude, at which pCO2 enrichment occurs. Â© 2013 John Wiley &amp; Sons Ltd.",NA,"2013.1481","selected",""
"Plant and sediment properties in seagrass meadows from two Mediterranean CO2 vents: Implications for carbon storage capacity of acidified oceans","Vizzini, S. and Apostolaki, E.T. and Ricevuto, E. and Polymenakou, P. and Mazzola, A.","2019","Marine Environmental Research","Assessing the status of important carbon sinks such as seagrass meadows is of primary importance when dealing with potential climate change mitigation strategies. This study examined plant and sediment properties in seagrass meadows (Cymodocea nodosa (Ucria) Asch.) from two high pCO2â€“low pH Mediterranean vent systems, located at Milos (Greece) and Vulcano (Italy) Islands, providing insights on carbon storage potential in future acidified oceans. Contrary to what has been suggested, carbon content (both inorganic and organic) and its surficial accumulation decreased at high pCO2â€“low pH in comparison with controls. The decrease in inorganic carbon may result from the higher solubility of carbonates due to the more acidic conditions. At Vulcano, the seagrass properties (e.g., leaf area, biomass) appeared negatively affected by environmental conditions at high pCO2â€“low pH conditions and this may have had a detrimental effect on the organic carbon content and accumulation. At Milos, organic carbon decreased at high pCO2â€“low pH conditions, despite the increase in seagrass aboveground biomass, leaf length and area, probably as a consequence of site-specific features, which need further investigation and may include both biotic and abiotic factors (e.g., oligotrophic conditions, decreased sedimentation rate and input of allochthonous material). Results suggest that, in contrast to previous predictions based exclusively on the expected positive response of seagrasses to ocean acidification, carbon storage capacity of the seagrass C. nodosa may not increase at high pCO2-low pH conditions. This study emphasizes the need to investigate further the potential alteration in the climate mitigation service delivered by seagrass meadows in acidified oceans. Â© 2019 Elsevier Ltd",NA,"2019.1140",NA,""
"A short-term in situ CO2 enrichment experiment on Heron Island (GBR)","Kline, David I. and Teneva, Lida and Schneider, Kenneth and Miard, Thomas and Chai, Aaron and Marker, Malcolm and Headley, Kent and Opdyke, Brad and Nash, Merinda and Valetich, Matthew and Caves, Jeremy K. and Russell, Bayden D. and Connell, Sean D. and Kirkwood, Bill J. and Brewer, Peter and Peltzer, Edward and Silverman, Jack and Caldeira, Ken and Dunbar, Robert B. and Koseff, Jeffrey R. and Monismith, Stephen G. and Mitchell, B. Greg and Dove, Sophie and Hoegh-Guldberg, Ove","2012","Scientific Reports","Ocean acidification poses multiple challenges for coral reefs on molecular to ecological scales, yet previous experimental studies of the impact of projected CO2 concentrations have mostly been done in aquarium systems with corals removed from their natural ecosystem and placed under artificial light and seawater conditions. The Coral-Proto Free Ocean Carbon Enrichment System (CP-FOCE) uses a network of sensors to monitor conditions within each flume and maintain experimental pH as an offset from environmental pH using feedback control on the injection of low pH seawater. Carbonate chemistry conditions maintained in the -0.06 and -0.22 pH offset treatments were significantly different than environmental conditions. The results from this short-term experiment suggest that the CP-FOCE is an important new experimental system to study in situ impacts of ocean acidification on coral reef ecosystems.","Science \& Technology - Other Topics","2012.5090","excluded",""
"Future Economic Impacts of Ocean Acidification on Mediterranean Seafood: First Assessment Summary","Hilmi, Nathalie and Allemand, Denis and Jeffree, Ross A. and Orr, James C.","2009","NANA","There is increasing concern with regard to future impacts of ocean acidification on marine biodiversity and the seafood products that are dependent on it. Hence, deleterious effects of OA on fisheries and aquaculture are likely to have significant economic and social consequences, with regard to both economic losses and the need to identify appropriate adaptation strategies. Such regional assessments of the possible socio-economic impacts of OA on seafood are also relevant to the formulation of governmental policy, in relation to addressing the full social costs of carbon emissions and potentially strengthening the economic arguments for the mitigation of carbon emissions. Here we give a summary report on the status of following sets of data required to evaluate the likely scales of future economic losses to Mediterranean fisheries and aquaculture, a) direct and indirect effects of reduced pH Mediterranean species of socio-economic significance, b) effects of different global atmospheric carbon emission rates on future acidity of Mediterranean seawater, and c) the economic values of shellfish from both wild fisheries and aquaculture industries. The areas of uncertainty that warrant further investigation are also identified.","Environmental Sciences \& Ecology; Geology","2009.330","excluded",""
"Carbon dioxide addition to coral reef waters suppresses net community calcification","Albright, Rebecca and Takeshita, Yuichiro and Koweek, David A. and Ninokawa, Aaron and Wolfe, Kennedy and Rivlin, Tanya and Nebuchina, Yana and Young, Jordan and Caldeira, Ken","2018","Nature","Coral reefs feed millions of people worldwide, provide coastal protection and generate billions of dollars annually in tourism revenue(1). The underlying architecture of a reef is a biogenic carbonate structure that accretes over many years of active biomineralizat ion by calcifying organisms, including corals and algae(2). Ocean acidification poses a chronic threat to coral reefs by reducing the saturation state of the aragonite mineral of which coral skeletons are primarily composed, and lowering the concentration of carbonate ions required to maintain the carbonate reef. Reduced calcification, coupled with increased bioerosion and dissolution(3), may drive reefs into a state of net loss this century(4). Our ability to predict changes in ecosystem function and associated services ultimately hinges on our understanding of community- and ecosystem-scale responses. Past research has primarily focused on the responses of individual species rather than evaluating more complex, community-level responses. Here we use an in situ carbon dioxide enrichment experiment to quantify the net calcification response of a coral reef flat to acidification. We present an estimate of community-scale calcification sensitivity to ocean acidification that is, to our knowledge, the first to be based on a controlled experiment in the natural environment. This estimate provides evidence that near-future reductions in the aragonite saturation state will compromise the ecosystem function of coral reefs.","Science \& Technology - Other Topics","2018.9706","excluded",""
