"title","author","year","journal","abstract","research_areas","label","screened_abstracts","notes"
"Seeking natural analogs to fast-forward the assessment of marine CO2 removal","Bach, L.T. and Boyd, P.W.","2021","Proceedings Of The National Academy Of Sciences Of The United States Of America","Mitigating global climate change will require gigaton-scale carbon dioxide removal (CDR) as a supplement to rapid emissions reduction. The oceans cover 71% of the Earth surface and have the potential to provide much of the required CDR. However, none of the proposed marine CDR (mCDR) methods is sufficiently well understood to determine their real-world efficiency and environmental side effects. Here, we argue that using natural mCDR analogs should become the third interconnecting pillar in the mCDR assessment as they bridge the gap between numerical simulations (i.e., large scale/reduced complexity) and experimental studies (i.e., small scale/high complexity). Natural mCDR analogs occur at no cost, can provide a wealth of data to inform mCDR, and do not require legal permission or social license for their study. We propose four simple criteria to identify particularly useful analogs: 1) large scale, 2) abruptness of perturbation, 3) availability of unperturbed control sites, and 4) reoccurrence. Based on these criteria, we highlight four examples: 1) equatorial upwelling as a natural analog for artificial upwelling, 2) downstream of Kerguelen Island for ocean iron fertilization, 3) the Black and Caspian Seas for ocean alkalinity enhancement, and 4) the Great Atlantic Sargassum Belt for ocean afforestation. These natural analogs provide a reality check for experimental assessments and numerical modeling of mCDR. Ultimately, projections of mCDR efficacy and sustainability supported by observations from natural analogs will provide the real-world context for the public debate and will facilitate political decisions on mCDR implementation. We anticipate that a rigorous investigation of natural analogs will fast-forward the urgently needed assessment of mCDR. Â© 2021 National Academy of Sciences. All rights reserved.",NA,"2021.1963","selected",""
"Intelligent Control System of an Ecological Engineering Project for Carbon Sequestration in Coastal Mariculture Environments in China","Fan, Wei and Xiao, Canbo and Li, Peiliang and Zhang, Zhujun and Lin, Tiancheng and Pan, Yiwen and Di, Yanan and Chen, Ying","2020","Sustainability","As an ecological engineering project, artificial upwelling can enhance seaweed growth in the oligotrophic sea area by lifting bottom water, which is rich in nutrients, to the surface and thereby increase coastal carbon sequestration. Generally, engineering projects producing artificial upwelling occur far away from land and are self-powered using offshore solar energy or wind energy. The key to successfully implementing such engineering projects is to produce artificial upwelling with limited energy. With this in mind, an intelligent control system is designed for the energy management of the artificial upwelling engineering project that operates at AoShan Bay in Qingdao, China. This engineering project uses artificial upwelling to assist in the cultivation of macroalgae. The intelligent control system can automatically produce upwelling according to the battery condition and guarantee safety during operation. Meanwhile, users can monitor the system in real time with a Cloud platform. The functioning of the system and the effect of upwelling are confirmed by a sea trial. This research provides guidelines and technical support for the future design of intelligent control systems mounted on artificial upwelling engineering projects.","Science \& Technology - Other Topics; Environmental Sciences \& Ecology","2020.5090","selected",""
"The Potential of Ocean Iron Fertilization as an Option for Mitigating Climate Change","Bertram, Christine","2011","NANA","Ocean iron fertilization is currently being discussed as one measure that could contribute to climate change mitigation by stimulating the growth of phytoplankton in certain parts of the ocean and enhancing oceanic CO2 uptake. Its implementation is greatly debated however and its mitigation potential has not yet been explored well. At present, it is still not possible to use carbon offsets generated through iron fertilization projects for complying with the Kyoto Protocol as trading these offsets is currently only possible on voluntary carbon markets. Company interests in such a commercial use of ocean iron fertilization do however already exist. Consequently, there is a need to explore the potential of ocean iron fertilization as a climate change mitigation option as well as regulatory issues connected with its implementation. This article combines these two aims by first examining the scientific background, quantitative potential, side effects and costs of ocean iron fertilization. In a second step, regulatory aspects such as its legal status and open access issues are reviewed. Moreover, the chapter analyses how the regulations for afforestation and reforestation activities within the framework of the Kyoto Clean Development Mechanism (CDM) could be applied to ocean iron fertilization. The main findings of this chapter are that the quantitative potential of ocean iron fertilization is limited, that potential adverse side effects are severe, and that its costs are higher than it was initially hoped. Moreover, the legal status of ocean iron fertilization is currently not well defined, open access might cause inefficiencies, and the CDM regulations could not be easily applied to ocean iron fertilization.","Business \& Economics","2011.289","selected",""
"Ocean iron fertilization in the context of the Kyoto protocol and the post-Kyoto process","Bertram, C.","2010","Energy Policy","Ocean iron fertilization is currently discussed as a potential measure to mitigate climate change by enhancing oceanic CO2 uptake. Its mitigation potential is not yet well explored, and carbon offsets generated through iron fertilization activities could currently not be traded on regulated carbon markets. Still, commercial interests in ocean iron fertilization already exist, which underlines the need to investigate a possible regulatory framework for it. To this end, I first discuss important basic aspects of ocean iron fertilization, namely its scientific background, quantitative potential, side effects, and costs. In a second step, I review regulatory aspects connected to ocean iron fertilization, like its legal status and open access issues. Moreover, I analyze how the regulations for afforestation and reforestation activities within the framework of the Kyoto Clean Development Mechanism (CDM) could be applied to ocean iron fertilization. Main findings are that the quantitative potential of ocean iron fertilization is limited, that costs are higher than initially hoped, and that potential adverse side effects are severe. Moreover, the legal status of ocean iron fertilization is currently not well defined, open access might cause inefficiencies, and the CDM regulations could not be easily applied to ocean iron fertilization. Â© 2009 Elsevier Ltd. All rights reserved.",NA,"2010.326","selected","linked to ""The Potential of Ocean Iron Fertilization as an Option for Mitigating Climate Change"" (2011)?"
"Artificial upwelling using offshore wind energy for mariculture applications","Viudez, Alvaro and Fernandez-Pedrera Balsells, Marta and Rodriguez-Marroyo, Rocio","2016","Scientia Marina","Offshore wind is proposed as an energy source to upwell nutrient-rich deep water to the ocean photic layers. A spar-buoy wind turbine with a rigid tube about 300 m long is proposed as a pipe to drive deep water up to the surface. The minimum energy required to uplift the water is the potential energy difference between surface waters inside and outside the pipe, which depends on the background density profile. The corresponding surface jump or hydraulic head, h, calculated for several analytical and experimental density profiles, is of the order of 10 cm. If the complete turbine power (of the order of several MW) is used for raising the water (assuming a 100\% pump efficiency), in a frictionless flow, very large water volumes, of the order of thousands of m(3) s(-1), will be transported to the photic layers. In a more realistic case, taking into account pipe friction in wide pipes, of the order of 10 m radius, and a power delivered to the fluid of 1 MW, the volume transport is still very large, about 500 m(3) s(-1). However, such a large amount of dense water could sink fast to aphotic layers due to vertical static instability (the fountain effect), ruining the enhancement of primary production. Hence, some ways to increase the turbulent entrainment and avoid the fountain effect are proposed. From the energetic viewpoint, artificial upwelling using offshore wind energy is a promising way to fertilize large open sea regions. This mariculture application is, however, severely subjected to atmosphere and ocean climatology, as well as to ecological dynamics. The general problem is multidisciplinary, and some important physical, engineering and ecological questions need to be seriously addressed to improve our confidence in the approach presented here.","Marine \& Freshwater Biology","2016.12663","selected",""
"Artificial upwelling using offshore wind energy for mariculture applications [Afloramiento artificial producido con energÃ­a eÃ³lica con aplicaciÃ³n a la maricultura]","ViÃºdez, Ã. and FernÃ¡ndez-Pedrera Balsells, M. and RodrÃ­guez-Marroyo, R.","2016","Scientia Marina","Offshore wind is proposed as an energy source to upwell nutrient-rich deep water to the ocean photic layers. A spar-buoy wind turbine with a rigid tube about 300 m long is proposed as a pipe to drive deep water up to the surface. The minimum energy required to uplift the water is the potential energy difference between surface waters inside and outside the pipe, which depends on the background density profile. The corresponding surface jump or hydraulic head, h, calculated for several analytical and experimental density profiles, is of the order of 10 cm. If the complete turbine power (of the order of several MW) is used for raising the water (assuming a 100% pump efficiency), in a frictionless flow, very large water volumes, of the order of thousands of m3 sâˆ’1, will be transported to the photic layers. In a more realistic case, taking into account pipe friction in wide pipes, of the order of 10 m radius, and a power delivered to the fluid of 1 MW, the volume transport is still very large, about 500 m3 sâˆ’1. However, such a large amount of dense water could sink fast to aphotic layers due to vertical static instability (the fountain effect), ruining the enhancement of primary production. Hence, some ways to increase the turbulent entrainment and avoid the fountain effect are proposed. From the energetic viewpoint, artificial upwelling using offshore wind energy is a promising way to fertilize large open sea regions. This mariculture application is, however, severely subjected to atmosphere and ocean climatology, as well as to ecological dynamics. The general problem is multidisciplinary, and some important physical, engineering and ecological questions need to be seriously addressed to improve our confidence in the approach presented here. Â© 2016 CSIC.",NA,"2016.15809","selected","linked to previous?"
"Experimental and Analytical investigations of Wave-Induced Artificial Upwelling","Lin, Shan and Yang, Jing and Chen, Ying and Liu, Junbo and Liu, Mingzhou and Chen, Jiawang and Zhang, Dahai and Fan, Wei and Huang, Haocai","2014","NANA","Artificial upwelling is supposed to be a general technique to enhance the marine primary productivity and fishery resources by means of pumping the nutrient-rich deep ocean water (DOW) to the euphotic layer. The wave energy is the most conspicuous form of ocean energy, the extraction of energy from the waves can be a viable economic solution to the power requirements of artificial upwelling. To extract the wave energy, a structure which responds to the input wave motion is required. This paper presents our latest investigation on the wave-induced artificial upwelling device by a fixed rigid pipe submerged in the water. In this study, we improve the theoretical methods, and the calculated results are verified by the wave-tank experiments. It turns out that the upwelling rate was affected of the wave height H, the wave period H, the water depth h, the length of the pipe L and diameter of the pipe d, etc. Based on the theoretical calculations and experimental results, we can estimate the upwelling flow rate of the wave-induced artificial upwelling device applied in the open sea.","Engineering; Oceanography","2014.8908","selected",""
"Feasibility analysis and trial of air-lift artificial upwelling powered by hybrid energy system","Yang, Jing and Zhang, Dahai and Chen, Ying and Fan, Wei and Liang, Hui and Tan, Ming","2017","Ocean Engineering","Artificial upwelling can lift nutritious deep ocean water to sunlit layer, as a result, it is able to promote primary production and is being paid more and more attention all over the world. Kinds of artificial upwelling method have been invented in recent years, however, few of them can fulfill the requirement of desired flow rate and balanced budget. The design of an air-lift artificial upwelling device powered by hybrid energy system is presented in this paper, where solar, wind and wave energy is exploited together to induce artificial upwelling. The preliminary results of an open sea trial lasted for 7 days have demonstrated that the hybrid system assembled in a floating platform with surface area of 12.5 m(2) can lift 4234 m(3) deep seawater from more than 20 m depth. In particular, the operation based on optimal dispatch strategy showed that the unit cost of induced artificial upwelling is only 0.005 US \$/m(3). The work presented in this paper constitutes a step towards the development of an advanced hybrid energy system used for artificial upwelling.","Engineering; Oceanography","2017.11487","selected",""
"Role of the ocean in climate stabilization","Scott-Buechler, C.M. and Greene, C.H.","2019","Bioenergy With Carbon Capture And Storage: Using Natural Resources For Sustainable Development","The ocean has absorbed over 90% of the heat from recent anthropogenic greenhouse warming. This chapter reviews a variety of ocean-related methods for slowing down and eventually halting this warming. â€œBlue carbonâ€ reservoirs store more carbon than terrestrial equivalents, although are still limited compared with global negative emissions needs. Oceanic carbon uptake could be augmented via iron fertilization, although this method presents challenges. Algal-based biomass energy with carbon capture and storage (ABECCS) offers opportunities for carbon-neutral fuel alternatives as well as for negative emissions. Total carbon dioxide removal potential is estimated at 15-33 Pg CO2/year by mid-century and 33-95 Pg CO2/year by the end of the century, which could offset current and projected CO2 emissions. ABECCS can also coproduce high-protein feed for aquaculture and reduce demand for agricultural land. Combined with effective ocean blue carbon management and terrestrial methods, ocean-based carbon removal can play a critical role in climate stabilization. Â© 2019 Elsevier Inc. All rights reserved.",NA,"2019.17381","selected",""
"Research progress in artificial upwelling and its potential environmental effects","Pan YiWen and Fan Wei and Zhang DaHai and Chen JiaWang and Huang HaoCai and Liu ShuXia and Jiang ZongPei and Di YaNan and Tong MengMeng and Chen Ying","2016","Science China-earth Sciences","Artificial upwelling, as a geoengineering tool, has received worldwide attention because it may actualize ocean fertilization in a sustainable way, which could potentially alleviate the pressures on the fish stocks and human-driven climate change in the ocean. We reviewed the current knowledge on the development of an artificial upwelling system and its potential environmental effects. Special attention was given to the research progress on the air-lift concept artificial upwelling by Zhejiang University. The research on artificial upwelling over the past few decades has generated a range of devices that have been successfully applied in the field for months. Based on field experiments and the associated modeling results, part of them reported positive effects on increasing primary production and enhancing CO2 sequestration. However, as a significant disturbance to the environment, especially for large-scale applications, the uncertainties related to the potential effects on ecosystem remain unsolved. Zhejiang University has overcome the technical challenges in designing and fabricating a robust and high efficiency artificial upwelling device which has been examined in two field experiments in Qiandao Lake and one sea trial in the East China Sea. It was investigated that cold and hypoxic deep ocean water (DOW) could be uplifted to the euphotic layer, which could potentially change the nutrient distribution and adjust the N/P ratio. Both simulation and field experiments results confirmed that utilizing self-powered energy to inject compressed air to uplift DOW was a valid and efficient method. Therefore, further field-based research on artificial upwelling, especially for long-term field research is required to test the scientific hypothesis.","Geology","2016.1663","selected",""
