"title","author","year","journal","abstract","research_areas","label","screened_abstracts","notes"
"Severe Coastal Hypoxia Interchange with Ocean Acidification: An Experimental Perturbation Study on Carbon and Nutrient Biogeochemistry","Kapetanaki, Natalia and Krasakopoulou, Evangelia and Stathopoulou, Eleni and Dassenakis, Manos and Scoullos, Michael","2020","Journal Of Marine Science And Engineering","Normally atmospheric CO2 is the major driver of ocean acidification (OA); however, local discharge/degradation of organic matter (OM) and redox reactions can exacerbate OA in coastal areas. In this work we study the response of nutrient and carbon systems to pH decrease in relation to hydrographically induced intermittent characteristics and examine scenarios for future ocean acidification in a coastal system. Laboratory microcosm experiments were conducted using seawater and surface sediment collected from the deepest part of Elefsis Bay; the pH was constantly being monitored while CO2 gas addition was adjusted automatically. In Elefsis Bay surface pCO(2) is already higher than global present atmospheric values, while near the bottom pCO(2) reaches 1538 mu atm and carbonate saturation states were calculated to be around 1.5. During the experiment, in more acidified conditions, limited alkalinity increase was observed and was correlated with the addition of bicarbonates and OM. Ammonium oxidation was decelerated and a nitrification mechanism was noticed, despite oxygen deficiency, paralleled by reduction of Mn-oxides. Phosphate was found significantly elevated for the first time in lower pH values, without reprecipitating after reoxygenation; this was linked with Fe(II) oxidation and Fe(III) reprecipitation without phosphate adsorption affecting both available dissolved phosphate and (dissolved inorganic nitrogen) DIN:DIP (dissolved inorganic phosphate)ratio.","Engineering; Oceanography","2020.7275","excluded",""
"Dwarf eelgrass (Zostera noltii) fatty acid remodelling induced by climate change","Franzitta, Marco and Repolho, Tiago and Paula, Jose Ricardo and Cacador, Isabel and Matos, Ana Rita and Rosa, Rui and Duarte, Bernardo","2021","Estuarine Coastal And Shelf Science","Dwarf eelgrass Zostera noltii meadows are found in estuarine coastal areas across the north-eastern Atlantic, where they provide key ecosystem services, including nursery grounds, sediment stabilization, nutrient cycling and carbon sequestration. These blue carbon ecosystems are being subjected to several anthropogenic pressures, including climate change-related effects. In the present study, we investigated the biochemical changes (fatty acid profiling) under different climate change scenarios (present-day conditions, ocean acidification, ocean warming and combined warming and acidification), following IPCC RCP scenario 8.5. Significant modifications in the percentage of saturated (SFA) and polyunsaturated fatty acids (PUFAs) in response to warming and low pH levels were detected. The changes suggest a rearrangement of membrane composition to maintain membrane fluidity, especially under warming conditions. Individuals under warming treatment showed higher plastidial pathway activity, while acidification induced a shift in the fatty acid synthesis pathway towards the extraplastidial pathway, indicating a need to readjust the chloroplastidial monogalactosyldiacylglycerol (MGDG) and digalactosyldiacylglycerol (DGDG) lipids under thermal stress to counteract excessive membrane fluidity. Regarding PUFA fatty acids, alpha-linolenic acid (ALA, C18:3, n-3) showed a pronounced decrease under the combined treatment, a tendency that can be connected to reactive oxygen species (ROS) quenching and membrane remodelling. Thus, and observing the changes in the fatty acid profile, these essential molecules appear as good candidate biomarkers to detect changes in seagrass ecophysiology under acute climate change-related events. Our findings suggest that future global warming will pose a serious threat to these already endangered blue ecosystems.","Marine \& Freshwater Biology; Oceanography","2021.5745",NA,""
"Benthic foraminifera show some resilience to ocean acidification in the northern Gulf of California, Mexico","Pettit, L.R. and Hart, M.B. and Medina-SÃ¡nchez, A.N. and Smart, C.W. and Rodolfo-Metalpa, R. and Hall-Spencer, J.M. and Prol-Ledesma, R.M.","2013","Marine Pollution Bulletin","Extensive CO2 vents have been discovered in the Wagner Basin, northern Gulf of California, where they create large areas with lowered seawater pH. Such areas are suitable for investigations of long-term biological effects of ocean acidification and effects of CO2 leakage from subsea carbon capture storage. Here, we show responses of benthic foraminifera to seawater pH gradients at 74-207m water depth. Living (rose Bengal stained) benthic foraminifera included Nonionella basispinata, Epistominella bradyana and Bulimina marginata. Studies on foraminifera at CO2 vents in the Mediterranean and off Papua New Guinea have shown dramatic long-term effects of acidified seawater. We found living calcareous benthic foraminifera in low pH conditions in the northern Gulf of California, although there was an impoverished species assemblage and evidence of post-mortem test dissolution. Â© 2013 Elsevier Ltd.",NA,"2013.778","excluded",""
"Response of Photosynthesis to Ocean Acidification","Mackey, Katherine R. M. and Morris, J. Jeffrey and Morel, Francois M. M. and Kranz, Sven A.","2015","Oceanography","All phytoplankton and higher plants perform photosynthesis, where carbon dioxide is incorporated into biomass during cell growth. Ocean acidification (OA) has the potential to affect photosynthetic kinetics due to increasing seawater pCO(2) levels and lower pH. The effects of increased CO, are difficult to predict because some species utilize carbon concentrating mechanisms that buffer their sensitivity to ambient CO, levels and require variable energy investments. Here, we discuss the current state of knowledge about the effects of increased CO2 on photosynthesis across marine photosynthetic taxa from cyanobacteria and single-celled eukaryotes to marine macrophytes. The analysis shows that photosynthetic responses to OA are relatively small for most investigated species and highly variable throughout taxa. This could suggest that the photosynthetic benefits of high CO2 are minor relative to the cell's overall energy and material balances, or that the benefit to photosynthesis is counteracted by other negative effects, such as possible respiratory costs from low pH. We conclude with recommendations for future research directions, such as probing how other physiological processes respond to OA, the effects of multiple stressors, and the potential evolutionary outcomes of longterm growth under ocean acidification.","Oceanography","2015.11418",NA,""
"The roles of macroalgae in climate change mitigation: Opportunities and challenges for marine-based carbon donor","Handayani, T. and Zulpikar, F. and Kusnadi, A.","2022","Iop Conference Series: Earth And Environmental Science","Anthropogenic activities will lead to an exponential increase in CO2 emissions in the future. Increased CO2 emissions have an impact on global climate patterns, ocean acidification, and ecosystem function. Marine vegetation has the potential to absorb CO2 through photosynthesis and store carbon in its biomass and sediments. This is known as blue carbon. Research on blue carbon in the world, including Indonesia, is more focused on seagrass and mangroves because including macroalgae carbon in the blue carbon strategy is still controversial. Currently, there are many considerations for including macroalgal carbon in the blue carbon strategy. Macroalgae have a shorter life cycle than seagrass and mangroves. In addition, macroalgae generally grow on hard substrates, resulting in lower levels of carbon storage than seagrass and mangroves. However, macroalgae can serve as carbon donors and contribute to the effort to mitigate climate change. In this review, we present the potential and challenges of macroalgae as carbon donors. Macroalgae will be significant as carbon donors if they have the following three criteria: high production of biomass; effective biomass moved to recipient habitat; and carbon donors that can be buried in recipient habitat. The fate of macroalgae carbon in recipient habitats still needs to be studied. Â© Published under licence by IOP Publishing Ltd.",NA,"2022.21382","selected",""
"Can Seaweed Farming Play a Role in Climate Change Mitigation and Adaptation?","Duarte, Carlos M. and Wu, Jiaping and Xiao, Xi and Bruhn, Annette and Krause-Jensen, Dorte","2017","Frontiers In Marine Science","Seaweed aquaculture, the fastest-growing component of global food production, offers a slate of opportunities to mitigate, and adapt to climate change. Seaweed farms release carbon that maybe buried in sediments or exported to the deep sea, therefore acting as a CO2 sink. The crop can also be used, in total or in part, for biofuel production, with a potential CO2 mitigation capacity, in terms of avoided emissions from fossil fuels, of about 1,500 tons CO2 km(-2) year(-1). Seaweed aquaculture can also help reduce the emissions from agriculture, by improving soil quality substituting synthetic fertilizer and when included in cattle fed, lowering methane emissions from cattle. Seaweed aquaculture contributes to climate change adaptation by damping wave energy and protecting shorelines, and by elevating pH and supplying oxygen to the waters, thereby locally reducing the effects of ocean acidification and de-oxygenation. The scope to expand seaweed aquaculture is, however, limited by the availability of suitable areas and competition for suitable areas with other uses, engineering systems capable of coping with rough conditions offshore, and increasing market demand for seaweed products, among other factors. Despite these limitations, seaweed farming practices can be optimized to maximize climate benefits, which may, if economically compensated, improve the income of seaweed farmers.","Environmental Sciences \& Ecology; Marine \& Freshwater Biology","2017.742","selected",""
"Towards adaptation measures in protecting mangroves from climate change","Field, C.","2011","Climate Change Adaptation: Ecology, Mitigation And Management","A brief account of the nature of mangrove ecosystems is given. This shows that mangroves are generally resilient to climate change and are aggressive colonizers if suitable land is available. An examination of the current worldwide status of mangrove ecosystems and loss of area shows that the quantification of worldwide mangrove area needs improvement. There is an analysis of the response of mangroves to changes in climate: rise in sea level, rise in atmospheric carbon dioxide, rise in air and water temperature, ocean acidification and change in precipitation and storm frequency. A significant lack of information exists on some aspects of these responses. The literature proposes a range of adaptation strategies to prevent the loss of mangrove ecosystems. In the main, these are concerned with the effects of sea level rise and involve planting mangroves, preserving space for mangrove migration or preventing erosion. An examination of these strategies shows the need for extensive local knowledge. Adaptation and mitigation strategies will be useless without an intimate understanding, both spatially and temporally, of the local physical, chemical and biological structures. Such information is often ignored or not available. The management of adaptation strategies requires knowledge of population pressure as well as the effects of climate change. In the near future, the impact of population growth and development is more likely than climate change to impinge on mangrove ecosystems. Â© 2011 by Nova Science Publishers, Inc. All rights reserved.",NA,"2011.9244",NA,""
"Offshore CCS and ocean acidification: a global long-term probabilistic cost-benefit analysis of climate change mitigation","van der Zwaan, B. and Gerlagh, R.","2016","Climatic Change","Public fear over environmental and health impacts of CO2 storage, or over potential leakage of CO2 from geological reservoirs, is among the reasons why over the past decade CCS has not yet been deployed on a scale large enough so as to meaningfully contribute to mitigate climate change. Storage of CO2 under the seabed moves this climate mitigation option away from inhabited areas and could thereby take away some of the opposition towards this technology. Given that in the event of CO2 leakage through the overburden in the case of sub-seabed CCS, the ocean could function as buffer for receiving this greenhouse gas, instead of it directly being emitted into the atmosphere, offshore CCS could also address concerns over the climatic impacts of CO2 seepage. We point out that recent geological studies provide evidence that to date CO2 has been safely stored under the seabed. Leakage for individual offshore CCS operations could thus be unlikely from a technical point of view, if storage sites are well chosen, well managed and well monitored. But we argue that on a global longterm scale, for an ensemble of thousands or millions of storage sites, leakage of CO2 could take place in certain cases and/or countries for e.g. economic, institutional, legal or safety-cultural reasons. In this paper we investigate what the impact could be in terms of temperature increase and ocean acidification if leakage occurs at a global level, and address the question what the relative roles could be of on- and offshore CCS if mankind desires to divert the damages resulting from climate change. For this purpose, we constructed a top-down energy-environment-economy model, with which we performed a probabilistic Monte-Carlo cost-benefit analysis of climate change mitigation with on- and offshore CCS as specific CO2 abatement options. One of our main conclusions is that, even under conditions with non-zero (permille/year) leakage for CCS activity globally, both onshore and offshore CCS should probably â€“ on economic grounds at least - still account for anywhere between 20Â % and 80Â % of all future CO2 abatement efforts under a broad range of CCS cost assumptions. Â© 2016, The Author(s).",NA,"2016.1052","selected",""
"Environmental Risk Evaluation System-an Approach to Ranking Risk of Ocean Energy Development on Coastal and Estuarine Environments","Copping, Andrea and Hanna, Luke and Van Cleve, Brie and Blake, Kara and Anderson, Richard M.","2015","Estuaries And Coasts","The pressure to develop new and renewable forms of energy to combat climate change, ocean acidification, and energy security has encouraged exploration of sources of power generation from the ocean. One of the major challenges to deploying these devices is discerning the likely effects those devices and associated systems will have on the marine environment. Determining the effects each device design and deployment system may have on specific marine animals and habitats, estimating the extent of those effects upon the resiliency of the ecosystem, and designing appropriate mitigation measures to protect against degradation all pose substantial challenges. With little direct observational or experimental data available on the effects of wave, tidal, and offshore wind devices on marine animals, habitats, and ecosystem processes, researchers have developed the Environmental Risk Evaluation System (ERES) to provide preliminary assessments of these risks and to act as a framework for integrating future data on direct interactions of ocean energy devices with the environment. Using biophysical risk factors, interactions of marine animals and seabirds, with ocean energy devices and systems, are examined; potential effects on habitats, and changes in processes such as sedimentation patterns and water quality, are also considered. The risks associated with specific interactions for which data are more readily available are explored including interactions between ocean energy devices and surface vessels, toxicity of anti-biofouling paints, and potential for harm to animals from turbine blade strike. ERES also examines the effect that environmental regulations have on the deployment and operation of ocean energy devices.","Environmental Sciences \& Ecology; Marine \& Freshwater Biology","2015.743",NA,""
"Environmental Risk Evaluation Systemâ€”an Approach to Ranking Risk of Ocean Energy Development on Coastal and Estuarine Environments","Copping, A. and Hanna, L. and Van Cleve, B. and Blake, K. and Anderson, R.M.","2014","Estuaries And Coasts","The pressure to develop new and renewable forms of energy to combat climate change, ocean acidification, and energy security has encouraged exploration of sources of power generation from the ocean. One of the major challenges to deploying these devices is discerning the likely effects those devices and associated systems will have on the marine environment. Determining the effects each device design and deployment system may have on specific marine animals and habitats, estimating the extent of those effects upon the resiliency of the ecosystem, and designing appropriate mitigation measures to protect against degradation all pose substantial challenges. With little direct observational or experimental data available on the effects of wave, tidal, and offshore wind devices on marine animals, habitats, and ecosystem processes, researchers have developed the Environmental Risk Evaluation System (ERES) to provide preliminary assessments of these risks and to act as a framework for integrating future data on direct interactions of ocean energy devices with the environment. Using biophysical risk factors, interactions of marine animals and seabirds, with ocean energy devices and systems, are examined; potential effects on habitats, and changes in processes such as sedimentation patterns and water quality, are also considered. The risks associated with specific interactions for which data are more readily available are explored including interactions between ocean energy devices and surface vessels, toxicity of anti-biofouling paints, and potential for harm to animals from turbine blade strike. ERES also examines the effect that environmental regulations have on the deployment and operation of ocean energy devices. Â© 2014, Coastal and Estuarine Research Federation.",NA,"2014.11691",NA,""
