"title","author","year","journal","abstract","research_areas","label","screened_abstracts","notes"
"Defining the Zostera marina (Eelgrass) Niche from Long-Term Success of Restored and Naturally Colonized Meadows: Implications for Seagrass Restoration","Oreska, Matthew P. J. and McGlathery, Karen J. and Wiberg, Patricia L. and Orth, Robert J. and Wilcox, David J.","2021","Estuaries And Coasts","Seagrass restoration can help reverse global meadow loss and restore ecosystem services, including habitat provision for commercial fish and shellfish, carbon sequestration, and improved water quality. However, restoration projects are generally expensive, and site selection remains a challenge due to uncertainty about how environmental variables affect the survival and spread of seedlings. Long-term Zostera marina (eelgrass) success/failure and expansion data from the Virginia Coast Reserve can be used to determine whether the factors that control seedling survival also explain the regional distribution of seagrass meadows. We tracked plant survival and failure within restoration plots and at natural recruitment sites from 2001 to 2015 and used machine learning methods to identify the relative importance of multiple environmental predictors, including water residence time, fetch distance, water temperature, depth, and sediment grain size. Low water residence time was the best predictor of survival, but short fetch length best explained the natural recruit distribution, consistent with hydrodynamic control of seed dispersal. Restoration plot data suggests that the eelgrass fundamental niche covers > 100 km(2) within this system, triple both the current extent and the realized niche predicted by the observed natural spread. Our results corroborate historical records that eelgrass was formerly widespread in areas where it has not spread naturally, likely due to insufficient seed delivery. Additional seeding in these areas would, therefore, increase total seagrass coverage and accelerate recovery. Mapping the total habitable area can help managers maximize the extent of seagrass and other bottom uses, including shellfish aquaculture.","Environmental Sciences \& Ecology; Marine \& Freshwater Biology","2021.3138","selected",""
"Conservation and Management of Tropical Coastal Ecosystems","Gladstone, William","2009","NANA","All major coastal ecosystems in the tropics are being degraded. The problems include losses of biodiversity, reduced ecosystem functions, and costs to coastal human societies. Declines in species' abundances, and habitat loss and modification are the result of the demands for aquaculture, port construction, trawling, excessive nutrient loads, overfishing and collecting, sedimentation from catchment activities, invasive species, and climate change. A global response to these changes has been conservation and management approaches that aim to reduce, reverse, and prevent unnatural changes and address their underlying causes. Successes in conservation and management are likely when actions are designed to achieve the fundamental ecological goals of ensuring resilience, maintaining ecosystem connectivity, protecting water quality, conserving species-at-risk, conserving representative samples of species and assemblages, and managing at the appropriate spatial scale. Achieving societal aspirations for coastal ecosystems requires that management approaches address the socio-economic aspects of issues and include stakeholder consultation, participation, and education. Achieving long-term success in conservation and management requires coastal nations to address fundamental issues such as lack of information for management decision-making, population growth and poverty, limited technical and management capacity, poor governance, lack of stakeholder participation, the mismatches between the issue and the geographic scale of management, lack of an ecosystem perspective, ineffective governance and management, and a lack of awareness of the effects of human activities.","Environmental Sciences \& Ecology; Marine \& Freshwater Biology; Oceanography","2009.5995","excluded",""
"Oyster reef restoration facilitates the recovery of macroinvertebrate abundance, diversity, and composition in estuarine communities","Searles, Adam R. and Gipson, Emily E. and Walters, Linda J. and Cook, Geoffrey S.","2022","Scientific Reports","Historic declines in oyster populations have resulted in diminished production of ecosystem services and habitat function in many estuaries. Due to the important role of oysters in ecosystem function, scientists and resource managers have employed oyster reef restoration to mitigate declines, recover essential ecosystem services, and better habitat function. Yet, there are knowledge gaps regarding the impact of restoration efforts on ecologically valuable mid-trophic level organisms inhabiting these systems. To address this knowledge gap, here we quantify macroinvertebrate species abundance, community diversity, and composition on experimental restored oyster reefs before and after restoration, and from live (positive control) and dead (negative control) reefs in the Indian River Lagoon, Florida. Species diversity and composition on restored reefs shifted towards states similar to live (positive control) reefs within 12 months of restoration. Recovery of species abundance occurred within 18 months of restoration. The results presented herein quantify the effect of restoration on resident macroinvertebrates and provide timelines of recovery for each attribute of these communities. Further, this study presents an actionable and transferable framework for identifying effective single-species metrics of restoration success across ecosystems. The application of this framework will provide managers and researchers with tools to improve the efficiency and efficacy of post-restoration monitoring. By doing so, this study contributes significantly to the improvement of broader restoration practices in an era of unprecedented habitat loss.","Science \& Technology - Other Topics","2022.6278","excluded","exclude because not specific to climate change"
"Protected Areas for Climate Change Mitigation and Livelihood Option: A Case Study of the Bangladesh Sundarbans Mangrove Forest","Rahman, Md Mizanur and Kabir, Md Enamul and Ahmed, Imran","2017","NANA","Carbon sequestration is an important REDD+ strategy to global climate change mitigation and adaptation, biodiversity protection, and livelihood generation. This study investigated the floristic composition, ecosystem level carbon sequestration, and relation between forest composition and carbon pools in three protected areas (PAs) of the Bangladesh Sundarbans Mangrove Forest. Systematic grid sampling method was employed to collect data from a total of 29 cluster plots composed of five nested circular (10 m radius) subplots of equal size (1570.50 m(2)) each during two forest inventories (in 1997 and 2010). Mean diversity, evenness, and richness of all recorded species were respectively 1.21, 0.37, and 0.59. No significant difference was observed between species diversity, evenness, and richness across three PAs. The mean ecosystem level carbon stock was measured 218.72 Mg ha(-1). The ecosystem level carbon stocks were found significantly different across the three PAs. The Sundarbans East Wildlife Sanctuary contained the highest amount of carbon (299.49 Mg ha(-1)) followed by the Sundarbans South Wildlife Sanctuary and the Sundarbans West Wildlife Sanctuary. There was no significant relationship with carbon (above-and belowground) content with species diversity, evenness, and richness. Shrub-herb carbon stocks showed significant negative correlation with species diversity and evenness. We found significant variation in ecosystem level carbon sequestration across the three wildlife sanctuaries. The mean yearly ecosystem level carbon sequestration rate was 3.93 Mg ha(-1) equivalent to 14.44 Mg CO2 ha(-1). Thus, the three PAs with its total land cover of 90,747 ha (22 \% of the entire mangrove Sundarbans) have been sequestering 1.31 million ton CO2 per year which can earn 19.65 million USD yearly (@ 15 USD/ t CO2). Thus, the Sundarbans Mangrove Forest has enormous potential to address global climate change mitigation, biodiversity conservation, and perhaps more importantly livelihoods to millions of people through participating in Payment for Environmental Services (PES) of the REDD+ financial mechanism.","Biodiversity \& Conservation; Environmental Sciences \& Ecology; Forestry; Marine \& Freshwater Biology","2017.831","selected",""
"White willow sexual regeneration capacity under estuarine conditions in times of climate change","Markus-Michalczyk, Heike and Hanelt, Dieter and Denstorf, Julian and Jensen, Kai","2016","Estuarine Coastal And Shelf Science","Tidal wetlands provide both habitats for coastal populations and wildlife, and ecosystem services for human welfare. Building with nature regarding cost-effective coastal protection is of increasing interest. Much research has been carried out on plant reproduction capacities in mangroves and salt marshes, but less is known on this issue in tidal freshwater wetlands. Willows are being successfully used for bank stabilization in riverine habitats, however, today white willow softwood forests in tidal wetlands are highly fragmented, and restoration is required e.g. by the European Habitats Directive. Recently, tolerance to increasing salinity and tidal flooding was found for vegetative propagules of floodplain willows. However, the establishment of autochthonous sexual recruits is necessary to conserve the genetic diversity of local populations, and thus may be preferable in restoration. The germination and early seedling establishment of Salix alba (white willow) was experimentally studied under simulated estuarine conditions. The species tolerance to increasing salinity (0, 0.5, 1, 1.5, and 2) was tested in a climate chamber, and its tolerance to flooding at different tidal treatments (control, spring tide, daily tide 15 min and 2 h flooding) in the greenhouse. Germination was neither affected by increasing salinity nor by tidal flooding. Salix seedlings established up to salinity 1.5, but cotyledon performance and radicle growth was largely reduced at salinity 2. Under tidal flooding, seedling growth was similar in all treatments. However, in the treatments with daily tides seedling anchorage in the substrate took more than two weeks, and fewer seedlings reached a suitable length to approach the high water line. We assess S. alba sexual regeneration under estuarine conditions as generally possible. Further studies are needed on the effects of sedimentation-erosion processes on willow establishment in the field, especially on feedbacks between Salix survival and tidal wetland evolution. (C) 2016 Elsevier Ltd. All rights reserved.","Marine \& Freshwater Biology; Oceanography","2016.5629",NA,""
"Should Hybrids Be Used in Coral Nurseries? A Case Study Comparing Caribbean Acropora spp. and Their Hybrid in the Bahamas","VanWynen, Cassie M. and Hightshoe, V, Morgan and Fogarty, Nicole D. and Dahlgren, Craig P. and Gilliam, David S.","2021","Frontiers In Marine Science","For decades, coral reef ecosystems have been in decline due to environmental stressors such as rising sea temperatures, increased disease prevalence, and other local anthropogenic sources. Considering this decline, coral restoration efforts in the Caribbean have been implemented to promote reef recovery with a focus on the coral genus Acropora. Current methods target the threatened species Acropora cervicornis and A. palmata, but little is known about the restoration potential of their hybrid taxon, A. prolifera. Using interspecific hybrids with higher fitness than one or both parental species has gained traction as a novel restoration technique. For this study, three in situ coral tree nurseries were established around Great Stirrup Cay, The Bahamas, to compare the growth and survival among acroporid taxa. Three 150 mm fragments from six putative genotypes of each acroporid taxa were collected from reefs around New Providence, The Bahamas, and transported to Great Stirrup Cay in June 2018. One fragment from each genotype was transported to each nursery site, cut into three sections (apical, middle, and basal), and suspended from PVC coral trees. Fragment survival was collected monthly for 13 months, and Total Linear Extension (TLE) values were calculated for each fragment monthly for 12 months. Nursery site significantly affected fragment survival, while taxon and fragment section did not. Total fragment mortality was 29.3\% in the first month but ranged from 0 to 5\% for the rest of the study period until July 2019 (32.7\% of remaining fragments died primarily at N1). Overall, A. prolifera growth was significantly greater than the parental species. Taxon, nursery site, and fragment section were identified as important factors affecting TLE. Apical A. prolifera fragment sections at site N3 had the greatest average linear growth at 12 months and had the greatest average growth rate per month. This study highlights the rapid growth rate of hybrid corals and suggests that fragment sections have equivalent survival and growth. Consequently, these results suggest that restoration managers may capitalize on fast growing hybrids for outplanting to degraded reefs and to increase the scale of nursery projects.","Environmental Sciences \& Ecology; Marine \& Freshwater Biology","2021.6041","selected",""
"Population genetic structure of eelgrass (Zostera marina) on the Korean coast: Current status and conservation implications for future management","Kim, J.H. and Kang, J.H. and Jang, J.E. and Choi, S.K. and Kim, M.J. and Park, S.R. and Lee, H.J.","2017","Plos One","Seagrasses provide numerous ecosystem services for coastal and estuarine environments, such as nursery functions, erosion protection, pollution filtration, and carbon sequestration. Zostera marina (common name ""eelgrass"") is one of the seagrass bed-forming species distributed widely in the northern hemisphere, including the Korean Peninsula. Recently, however, there has been a drastic decline in the population size of Z. marina worldwide, including Korea. We examined the current population genetic status of this species on the southern coast of Korea by estimating the levels of genetic diversity and genetic structure of 10 geographic populations using eight nuclear microsatellite markers. The level of genetic diversity was found to be significantly lower for populations on Jeju Island [mean allelic richness (AR) = 1.92, clonal diversity (R) = 0.51], which is located approximately 155 km off the southernmost region of the Korean Peninsula, than for those in the South Sea (mean AR = 2.69, R = 0.82), which is on the southern coast of the mainland. South Korean eelgrass populations were substantially genetically divergent from one another (FST = 0.061-0.573), suggesting that limited contemporary gene flow has been taking place among populations. We also found weak but detectable temporal variation in genetic structure within a site over 10 years. In additional depth comparisons, statistically significant genetic differentiation was observed between shallow (or middle) and deep zones in two of three sites tested. Depleted genetic diversity, small effective population sizes (Ne) and limited connectivity for populations on Jeju Island indicate that these populations may be vulnerable to local extinction under changing environmental conditions, especially given that Jeju Island is one of the fastest warming regions around the world. Overall, our work will inform conservation and restoration efforts, including transplantation for eelgrass populations at the southern tip of the Korean Peninsula, for this ecologically important species. Â© 2017 Kim et al.This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",NA,"2017.2140",NA,""
"A mink-free GB: perspectives on eradicating American mink Neovison vison from Great Britain and its islands","Martin, Anthony R. and Lea, Vince J.","2020","Mammal Review","This paper examines the case for, and plausibility of, eradicating American mink Neovison vison from mainland Great Britain and its associated offshore islands. This invasive species causes extensive damage to native fauna throughout Europe, and the UK Government is obliged to eradicate it, if feasible, under the Bern Convention. Current mink control buys time, but is patchy and dependent on substantial funding in perpetuity. If enacted, eradication would be cheaper in the long term and much more effective in preserving native wildlife. The methodology of an eradication campaign is explored, together with risks, challenges, and a tentative timeline and cost. We judge that mink eradication is now logistically feasible, due to technological developments and experience gained from landscape-scale control. Using live traps fitted with electronic sensors - `smart' traps - as the primary means of catching mink would render the campaign efficient, humane and free of non-target mortality and negative environmental impacts. The ecological benefits of mink eradication would be profound, including greatly improving prospects for water vole Arvicola amphibius populations. Reinvasion is highly unlikely. The greatest logistical challenge is probably removing mink from Scottish west coast islands. Eradication might take around a decade and be dependent on co-ordination between many conservation, fishing, farming, and water-related organisations, together with the consent of landowners. By adding alarms to existing mink traps, land and water managers can pave the way to eradication now. A mink-free Great Britain would plausibly cost tens of millions of pounds, against which could be set the limitless future costs of mink control. Such a campaign would be by far the world's largest invasive predator eradication project by geographical area and would set a precedent for citizen-led conservation action globally. Regional trials would be extremely valuable in determining the costs and practicality of a GB-wide campaign.","Environmental Sciences \& Ecology; Zoology","2020.11100","excluded",""
"Predicting the invasive potential of a non-native mangrove reforested plant (Laguncularia racemosa) in China","Gu, Xiaoxuan and Feng, Hongyu and Tang, Ting and Tam, Nora Fung-Yee and Pan, Hao and Zhu, Qichong and Dong, Ying and Fazlioglu, Fatih and Chen, Luzhen","2019","Ecological Engineering","Mangroves are critical inter-tidal ecosystems with high productivity and ecological significance. Afforestation was regarded as one of the key projects worldwide in recovering mangrove ecosystem function. Laguncularia racemosa, a non-native mangroves species in China has been used in mangrove afforestation, while its invasiveness is widely concerned. Understanding how it tolerates shade and salinity stresses is crucial as these factors can affect its invasive potential. However, the effects of soil salinity and light on mangroves (especially on non-native species) are ambiguous. We examined the combined effects of salinity and light on the growth and physiological responses of L. racemosa and predicted an extensive range of dispersal habitats for L. racemosa in a typical estuary using Kriging model. The field surveys showed that the seedling density and seedling height were positively correlated with light availability but negatively correlated with salinity. Our greenhouse experiment also demonstrated that moderate shading (60-80\% PAR) and low salinity treatments (0-10 psu) enhanced the survival and growth of seedlings, whereas high salinity limited their assimilation rates (A), independent of the light levels. Under high salinity (30 psu) and low light level (20\%), L. racemosa seedlings employed a water-saving strategy (248.96 +/- 24.27 mu mol.mmol(-1) in instantaneous water use efficiency), which helped them to improve their adaptability to stressful environmental conditions and maintain their growth. Our findings indicate the combined effects of salinity and light on the growth strategies of L. racemosa as well as its environmental tolerance to high salinity which limits its growth and survival in coastal ecosystems. These results can provide a reference for the management of non-native mangrove species in China and worldwide.","Environmental Sciences \& Ecology; Engineering","2019.6891","excluded",""
"Microhabitat thermal environment controls community structure of macrobenthos on coastal infrastructures","Sun, Yong-Xu and Li, Xiao-Xu and Tan, Yue and Wang, Jie and Dong, Yun-Wei","2022","Estuarine Coastal And Shelf Science","The proliferation of coastal infrastructure in the context of coastal development, urbanization, and global change is inevitably related to the transformation of coastal community structure. For restoration of biodiversity in these human-disturbed coastal ecosystems, it is vital to untangle the community structure and thermal environments, with the consideration of the microhabitat-scale thermal environment variations. In the present study, we measured the species richness, alpha-diversity (i.e. the species composition of each surface of breakwaters), and beta-diversity (i.e. the dissimilarities among macrobenthic communities of different surfaces of breakwater) of macrobenthos on the breakwaters on a tropical shore for understanding the variation of the community structure of macrobenthos; we also monitored the operative temperatures in different surfaces of the breakwaters during the experimental period for investigating the roles of microhabitat thermal environment on the community structure of macrobenthos on the artificial infrastructure. Our results showed that there were higher species richness and abundance in the thermally benign microhabitats. The variations of beta-diversity indicated that the community structure underwent dramatic changes in different microhabitats and seasons. The population dy-namics of thermal-sensitive species (e.g. Patelloida pygmaea, Cellana toreuma, and Siphonaria japonica) largely contributed to the changes in community structure. Redundancy analysis (RDA) results showed that maximum temperature, temperature predictability (i.e. the degree to which a temperature data point in a time series is influenced by its historical values), and heating rate were important thermal characteristics driving community structure on the artificial infrastructure. These results indicate the heterogeneity of thermal environments among different microhabitats is crucial for maintaining the community structure of macrobenthos on the artificial infrastructure and suggest that structural complexity should be considered for biodiversity conservation in the design and construction of coastal infrastructure.","Marine \& Freshwater Biology; Oceanography","2022.11096","selected",""
