"title","author","year","journal","abstract","research_areas","label","screened_abstracts","notes"
"Volcanic CO2 seep geochemistry and use in understanding ocean acidification","Aiuppa, A. and Hall-Spencer, J. M. and Milazzo, M. and Turco, G. and Caliro, S. and Di Napoli, R.","2021","Biogeochemistry","Ocean acidification is one of the most dramatic effects of the massive atmospheric release of anthropogenic carbon dioxide (CO2) that has occurred since the Industrial Revolution, although its effects on marine ecosystems are not well understood. Submarine volcanic hydrothermal fields have geochemical conditions that provide opportunities to characterise the effects of elevated levels of seawater CO2 on marine life in the field. Here, we review the geochemical aspects of shallow marine CO2-rich seeps worldwide, focusing on both gas composition and water chemistry. We then describe the geochemical effects of volcanic CO2 seepage on the overlying seawater column. We also present new geochemical data and the first synthesis of marine biological community changes from one of the best-studied marine CO2 seep sites in the world (off Vulcano Island, Sicily). In areas of intense bubbling, extremely high levels of pCO(2) (> 10,000 mu atm) result in low seawater pH (< 6) and undersaturation of aragonite and calcite in an area devoid of calcified organisms such as shelled molluscs and hard corals. Around 100-400 m away from the Vulcano seeps the geochemistry of the seawater becomes analogous to future ocean acidification conditions with dissolved carbon dioxide levels falling from 900 to 420 mu atm as seawater pH rises from 7.6 to 8.0. Calcified species such as coralline algae and sea urchins fare increasingly well as sessile communities shift from domination by a few resilient species (such as uncalcified algae and polychaetes) to a diverse and complex community (including abundant calcified algae and sea urchins) as the seawater returns to ambient levels of CO2. Laboratory advances in our understanding of species sensitivity to high CO2 and low pH seawater, reveal how marine organisms react to simulated ocean acidification conditions (e.g., using energetic trade-offs for calcification, reproduction, growth and survival). Research at volcanic marine seeps, such as those off Vulcano, highlight consistent ecosystem responses to rising levels of seawater CO2, with the simplification of food webs, losses in functional diversity and reduced provisioning of goods and services for humans.","Environmental Sciences \& Ecology; Geology","2021.5278","excluded",""
"Resilient consumers accelerate the plant decomposition in a naturally acidified seagrass ecosystem","Lee, J. and Gambi, M.C. and Kroeker, K.J. and Munari, M. and Peay, K. and Micheli, F.","2022","Global Change Biology","Anthropogenic stressors are predicted to alter biodiversity and ecosystem functioning worldwide. However, scaling up from species to ecosystem responses poses a challenge, as species and functional groups can exhibit different capacities to adapt, acclimate, and compensate under changing environments. We used a naturally acidified seagrass ecosystem (the endemic Mediterranean Posidonia oceanica) as a model system to examine how ocean acidification (OA) modifies the community structure and functioning of plant detritivores, which play vital roles in the coastal nutrient cycling and food web dynamics. In seagrass beds associated with volcanic CO2 vents (Ischia, Italy), we quantified the effects of OA on seagrass decomposition by deploying litterbags in three distinct pH zones (i.e., ambient, low, extreme low pH), which differed in the mean and variability of seawater pH. We replicated the study in two discrete vents for 117 days (litterbags sampled on day 5, 10, 28, 55, and 117). Acidification reduced seagrass detritivore richness and diversity through the loss of less abundant, pH-sensitive species but increased the abundance of the dominant detritivore (amphipod Gammarella fucicola). Such compensatory shifts in species abundance caused more than a threefold increase in the total detritivore abundance in lower pH zones. These community changes were associated with increased consumption (52%â€“112%) and decay of seagrass detritus (up to 67% faster decomposition rate for the slow-decaying, refractory detrital pool) under acidification. Seagrass detritus deployed in acidified zones showed increased N content and decreased C:N ratio, indicating that altered microbial activities under OA may have affected the decay process. The findings suggest that OA could restructure consumer assemblages and modify plant decomposition in blue carbon ecosystems, which may have important implications for carbon sequestration, nutrient recycling, and trophic transfer. Our study highlights the importance of within-community response variability and compensatory processes in modulating ecosystem functions under extreme global change scenarios. Â© 2022 John Wiley & Sons Ltd.",NA,"2022.2231","excluded",""
"An ocean acidification-simulated system and its application in coral physiological studies","Zheng Xinqing and Wang Chenying and Hadi, Tri Aryono and Ye Youyin and Pan Ke","2018","Acta Oceanologica Sinica","Due to the elevated atmospheric carbon dioxide, ocean acidification (OA) has recently emerged as a research theme in marine biology due to an expected deleterious effect of altered seawater chemistry on calcification. A system simulating future OA scenario is crucial for OA-related studies. Here, we designed an OA-simulated system (OASys) with three solenoid-controlled CO2 gas channels. The OASys can adjust the pH of the seawater by bubbling CO2 gas into seawaters via feedback systems. The OASys is very simple in structure with an integrated design and is new-user friendly with the instruction. Moreover, the OASys can monitor and record real-time pH values and can maintain pH levels within 0.02 pH unit. In a 15-d experiment, the OASys was applied to simulate OA in which the expected target pH values were 8.00, 7.80 and 7.60 to study the calcifying response of Galaxea fascicularis. The results showed daily mean seawater pH values held at pH 8.00 +/- 0.01, 7.80 +/- 0.01 and 7.61 +/- 0.01 over 15 d. Correspondingly, the coral calcification of G. fascicularis gradually decreased with reduced pH.","Oceanography","2018.5692","excluded",""
"High CO2 detrimentally affects tissue regeneration of Red Sea corals","Horwitz, R. and Fine, M.","2014","Coral Reefs","Ocean acidification (OA) from rising atmospheric carbon dioxide (CO2) is threatening the future of coral reef ecosystems. Mounting experimental evidence suggests that OA negatively impacts fundamental life functions of scleractinian corals, including growth and sexual reproduction. Although regeneration is regarded as a chief life function in scleractinian corals and essential to maintain the colony's integrity, the effect of OA on regeneration processes has not yet been investigated. To evaluate the effects of OA on regeneration, the common Indo-Pacific corals Porites sp., Favia favus, Acropora eurystoma, and Stylophora pistillata were inflicted with lesions (314-350 mm2, depending on species) and incubated in different pCO2: (1) ambient seawater (400 Î¼atm, pH 8.1), (2) intermediate (1,800 Î¼atm, pH 7.6), and (3) high (4,000 Î¼atm, pH 7.3) for extended periods of time (60-120 d). While all coral species after 60 d had significantly higher tissue regeneration in ambient conditions as compared to the intermediate and high treatments, reduction in regeneration rate was more pronounced in the slow-growing massive Porites sp. and F. favus than the relatively fast-growing, branching S. pistillata and A. eurystoma. This coincided with reduced tissue biomass of Porites sp., F. favus, and A. eurystoma in higher pCO2, but not in S. pistillata. Porites sp., F. favus, and S. pistillata also experienced a decrease in Symbiodinium density in higher pCO2, while in A. eurystoma there was no change. We hypothesize that a lowered regenerative capacity under elevated pCO2 may be related to resource trade-offs, energy cost of acid/base regulation, and/or decrease in total energy budget. This is the first study to demonstrate that elevated pCO2 could have a compounding influence on coral regeneration following injury, potentially affecting the capacity of reef corals to recover following physical disturbance. Â© 2014 Springer-Verlag Berlin Heidelberg.",NA,"2014.2635","excluded",""
"Evolutionary change during experimental ocean acidification","Pespeni, Melissa H. and Sanford, Eric and Gaylord, Brian and Hill, Tessa M. and Hosfelt, Jessica D. and Jaris, Hannah K. and LaVigne, Michele and Lenz, Elizabeth A. and Russell, Ann D. and Young, Megan K. and Palumbi, Stephen R.","2013","Proceedings Of The National Academy Of Sciences Of The United States Of America","Rising atmospheric carbon dioxide (CO2) conditions are driving unprecedented changes in seawater chemistry, resulting in reduced pH and carbonate ion concentrations in the Earth's oceans. This ocean acidification has negative but variable impacts on individual performance in many marine species. However, little is known about the adaptive capacity of species to respond to an acidified ocean, and, as a result, predictions regarding future ecosystem responses remain incomplete. Here we demonstrate that ocean acidification generates striking patterns of genome-wide selection in purple sea urchins (Strongylocentrotus purpuratus) cultured under different CO2 levels. We examined genetic change at 19,493 loci in larvae from seven adult populations cultured under realistic future CO2 levels. Although larval development and morphology showed little response to elevated CO2, we found substantial allelic change in 40 functional classes of proteins involving hundreds of loci. Pronounced genetic changes, including excess amino acid replacements, were detected in all populations and occurred in genes for biomineralization, lipid metabolism, and ion homeostasis-gene classes that build skeletons and interact in pH regulation. Such genetic change represents a neglected and important impact of ocean acidification that may influence populations that show few outward signs of response to acidification. Our results demonstrate the capacity for rapid evolution in the face of ocean acidification and show that standing genetic variation could be a reservoir of resilience to climate change in this coastal upwelling ecosystem. However, effective response to strong natural selection demands large population sizes and may be limited in species impacted by other environmental stressors.","Science \& Technology - Other Topics","2013.10225","excluded",""
"Increased temperature, but not acidification, enhances fertilization and development in a tropical urchin: potential for adaptation to a tropicalized eastern Australia","Foo, Shawna A. and Dworjanyn, Symon A. and Khatkar, Mehar S. and Poore, Alistair G. B. and Byrne, Maria","2014","Evolutionary Applications","To predict the effects of global change on marine populations, it is important to measure the effects of climate stressors on performance and potential for adaptation. Adaptation depends on heritable genetic variance for stress tolerance being present in populations. We determined the effects of near-future ocean conditions on fertilization success of the sea urchin Pseudoboletia indiana. In 16 multiple dam-sire crosses, we quantified genetic variation in tolerance of warming (+3 degrees C) and acidification (-0.3 to 0.5 pH units) at the gastrulation stage. Ocean acidification decreased fertilization across all dam-sire combinations with effects of pH significantly differing among the pairings. Decreased pH reduced the percentage of normal gastrulae with negative effects alleviated by increased temperature. Significant sire by environment interactions indicated the presence of heritable variation in tolerance of stressors at gastrulation and thus the potential for selection of resistant genotypes, which may enhance population persistence. A low genetic correlation indicated that genotypes that performed well at gastrulation in low pH did not necessarily perform well at higher temperatures. Furthermore, performance at fertilization was not necessarily a good predictor of performance at the later stage of gastrulation. Southern range edge populations of Pseudoboletia indiana may benefit from future warming with potential for extension of their distribution in south-east Australia.","Evolutionary Biology","2014.4360","excluded",""
"Effect of environmental stress on non-structural carbohydrates reserves and transfer in seagrasses","Jiang, Z. and Huang, X. and Zhang, J.","2012","Shengtai Xuebao/ Acta Ecologica Sinica","The seagrass bed is one of the most productive wetland ecosystems, providing valuable ecological goods and services. About 2%-5% of seagarss populations disappeared each year on Earth, which has been due to a wide variety of human and natural disturbances in recent years. The dynamics of non-structural carbohydrates (NSC) reserves play an important role in determining seagrass growth and its response to environmental disturbances. In order to improve our understanding of the NSC in seagrasses, the information on the NSC responses to environmental stresses, such as light, nutrient, salinity, ocean acidification, temperature, sulfide and animal grazing were summarized. Seagrasses are particularly sensitive to reductions in light availability, where small decreases can cause significant declines in growth and distribution. During periods of reduced photosynthesis caused by light limitation, the stored NSC in belowground tissue can be reallocated to meet the C (Carbon) demand of seagrasses. Thus, seagrass species with higher belowground biomass and carbohydrate storage capacity can tolerate longer period of light limitation. Nitrogen assimilation requires carbon skeletons for the respiratory pathway and reserves. Under excessive nitrogen conditions, carbon requirements for synthesizing amino acids may exceed carbon fixation capacity, leading to a decrease in NSC concentration and NSC reserves reallocation. Under hypo- and hypersaline conditions, a number of organic compounds in seagrass including soluble sugar can be produced in response to salinity stress. Furthermore, carbon skeletons are also important for the synthesis and accumulation of proline (and other nitrogen containing osmotica such as glycine betaine or ectoine) during elevated salinities. Ocean acidification may promote seagrass photosynthesis, resulting in an increase of NSC synthesis in aboveground tissue and transfer to belowground tissue. And the belowground tissues of seagrass became a sink for fixed carbon. The effect of temperature on the NSC accumulation was significant by means of altering seagrass photosynthesis, respiration and nitrogen metabolism. Additionally, the decrease of NSC biosynthesis and reserves was resulted from both sulfide and animal grazing by inhibiting the enzyme activity and grazing seagrass photosynthetic tissue, respectively. Finally, research fields in the future are pointed out including: (1) the transformation mechanism between NSC and structural carbohydrates, and between soluble sugar and starch of seagrass in different life stage (seed dormancy and germination, development and reproduction); (2) the coupling impact of dual and/or more environmental factors on seagrass NSC; (3) the application of NSC as an ecological indicator for evaluating the seagrass ecosystem health evaluation.",NA,"2012.9763",NA,""
"A Unique Diel Pattern in Carbonate Chemistry in the Seagrass Meadows of Dongsha Island: The Enhancement of Metabolic Carbonate Dissolution in a Semienclosed Lagoon","Chou, Wen-Chen and Fan, Lan-Feng and Yang, Chang-Chang and Chen, Ying-Hsuan and Hung, Chin-Chang and Huang, Wei-Jen and Shih, Yung-Yen and Soong, Keryea and Tseng, Hsiao-Chun and Gong, Gwo-Ching and Chen, Hung-Yu and Su, Cheng-Kuan","2021","Frontiers In Marine Science","In contrast to other seagrass meadows where seawater carbonate chemistry generally shows strong diel variations with higher pH but lower partial pressure of CO2 (pCO(2)) during the daytime and lower pH but higher pCO(2) during nighttime due to the alternation in photosynthesis and respiration, the seagrass meadows of the inner lagoon (IL) on Dongsha Island had a unique diel pattern with extremely high pH and low pCO(2) across a diel cycle. We suggest that this distinct diel pattern in pH and pCO(2) could be associated with the enhancement of total alkalinity (TA) production coupled to carbonate sediment dissolution in a semienclosed lagoon. The confinement of the IL may hamper water exchange and seagrass detritus export to the adjacent open ocean, which may result in higher organic matter loading to the sediments, and longer residence time of the water in the IL, accompanied by microbial respiration (both aerobic and anaerobic) that may reduce carbonate saturation level to drive carbonate dissolution and thus TA elevation, thereby forming such a unique diel pattern in carbonate chemistry. This finding further highlights the importance of considering TA production through metabolic carbonate dissolution when evaluating the potential of coastal blue carbon ecosystems to buffer ocean acidification and to absorb atmospheric CO2, in particular in a semienclosed setting.","Environmental Sciences \& Ecology; Marine \& Freshwater Biology","2021.2073","selected",""
"Attributing ocean acidification to major carbon producers","Licker, R. and Ekwurzel, B. and Doney, S. C. and Cooley, S. R. and Lima, I. D. and Heede, R. and Frumhoff, P. C.","2019","Environmental Research Letters","Recent research has quantified the contributions of CO2 and CH4 emissions traced to the products of major fossil fuel companies and cement manufacturers to global atmospheric CO2, surface temperature, and sea level rise. This work has informed societal considerations of the climate responsibilities of these major industrial carbon producers. Here, we extend this work to historical (1880-2015) and recent (1965-2015) acidification of the world's ocean. Using an energy balance carbon-cycle model, we find that emissions traced to the 88 largest industrial carbon producers from 1880-2015 and 1965-2015 have contributed 55\% and 51\%, respectively, of the historical 1880-2015 decline in surface ocean pH. As ocean acidification is not spatially uniform, we employ a three-dimensional ocean model and identify five marine regions with large declines in surface water pH and aragonite saturation state over similar historical (average 1850-1859 to average 2000-2009) and recent (average 1960-1969 to average of 2000-2009) time periods. We characterize the biological and socioeconomic systems in these regions facing loss and damage from ocean acidification in the context of climate change and other stressors. Such analysis can inform societal consideration of carbon producer responsibility for current and near-term risks of further loss and damage to human communities dependent on marine ecosystems and fisheries vulnerable to ocean acidification.","Environmental Sciences \& Ecology; Meteorology \& Atmospheric Sciences","2019.4002","excluded",""
"Ocean acidification alters meiobenthic assemblage composition and organic matter degradation rates in seagrass sediments","Ravaglioli, Chiara and Lardicci, Claudio and Pusceddu, Antonio and Arpe, Eleonora and Bianchelli, Silvia and Buschi, Emanuela and Bulleri, Fabio","2020","Limnology And Oceanography","Seagrass meadows are an important organic matter (OM) reservoir but, are currently being lost due to global and regional stressors. Yet, there is limited research investigating the cumulative impacts of anthropogenic stressors on the structure and functioning of seagrass benthic assemblages, key drivers of OM mineralization and burial. Here, using a 16-month field experiment, we assessed how meiobenthic assemblages and extracellular enzymatic activities (as a proxy of OM degradation) in Posidonia oceanica sediments responded to ocean acidification (OA) and nutrient loadings, at CO2 vents. P. oceanica meadows were exposed to three nutrient levels (control, moderate, and high) at both ambient and low pH sites. OA altered meiobenthic assemblage structure, resulting in increased abundance of annelids and crustaceans, along with a decline in foraminifera. In addition, low pH enhanced OM degradation rates in seagrass sediments by enhancing extracellular enzymatic activities, potentially decreasing the sediment carbon storage capacity of seagrasses. Nutrient enrichment had no effect on the response variables analyzed, suggesting that, under nutrient concentration unlikely to cause N or P imitation, a moderate increase of dissolved nutrients in the water column had limited influence on meiobenthic assemblages. These findings show that OA can significantly alter meiobenthic assemblage structure and enhance OM degradation rates in seagrass sediments. As meiofauna are ubiquitous key actors in the functioning of benthic ecosystems, we postulated that OA, altering the structure of meiobenthic assemblages and OM degradation, could affect organic carbon sequestration over large spatial scales.","Marine \& Freshwater Biology; Oceanography","2020.5180","selected",""
