id	title	abstract	keywords
1975	Evaluation of the impact of climate changes on water storage and groundwater recharge at the watershed scale	The increase of concentration of carbon dioxide and other greenhouse gases in the atmosphere will certainly affect hydrological regimes. Global warning is thus expected to have major implications on water resources management. Our objective is to present a general approach to evaluate the effect of potential climate changes on groundwater resources. In the current stage of knowledge, large-scale global climate models are probably the best available tools to provide estimates of the effects of raising greenhouse gases on rainfall and evaporation patterns through a continuous, three dimensional simulation of atmospheric, oceanic and cryospheric processes. However their spatial resolution (generally some thousands of square kilometers) is not compatible with that of watershed hydrologic models. The main purpose of this study is to evaluate the impact of potential climate changes upon groundwater resources. A general methodology is proposed in order to disaggregate outputs of large-scale models and thus to make information directly usable by hydrologic models. As an illustration, this method is applied to a CO2-doubling scenario through the development of a local weather generator, although many uncertainties are not yet assessed about the results of climate models. Two important hydrological variables: rainfall and potential evapotranspiration are thus generated. They are then used by coupling with a physically based hydrological model to estimate the effects of climate changes on groundwater recharge and soil moisture in the root zone.	NA
5490	Using realized thermal niche to validate thermal preferences from laboratory studies. How do they stand?	Temperature is recongnised as the main factor controlling the species fitness and performance. Naturally, the thermal preferences (TP) of aquatic organisms obtained in controlled conditions have been used to relate physiological performance with field data since they are a good proxy to the fundamental niche. Literature suggests that dispersal capabilities, biological interactions, acclimatisation, adaptation, among others might play a role in species distribution; thus, in reality, species are usually occupying a realized thermal niche (RTN). Therefore, this study was designed to inquire into the following questions: Are the TP of tropical aquatic ec-totherms found in laboratory conditions similar to their RTN? Can TP be validated with occurrences in the wild? To answer these questions, this study compared the TP obtained from previously published works with the RTN of the crabs Callinectes similis and C. sapidus, the fishes Centropomus undecimalis and Ocyurus chrysurus, the lobster Panulirus argus, and the octopus Octopus maya obtained from occurrences from 1693documents. When RTN values were tested against the TPs obtained in laboratory, no significant differences were found for fish species (P > 0.05); in contrast, differences for the benthic invertebrates were reported (P < 0.05). At least two factors could have been affecting these results: differences in the average tolerances between geographically distinct populations (local adaptation) and the dispersal capabilities that might have been forcing a differentiation between populations If, as proposed, fishes can actively follow thermal optimum, their response to warming scenarios could be faster than benthic organisms. If our hypothesis is true, the uncertainty of climate change could be reduced when the local adaptation is taking into consideration.	Thermal preferences; Realized thermal niche; Niche conservatism; Local adaptation; Crustacean; Fish; Octopus maya
2526	Coping Strategies Regarding Coastal Flooding Risk in a Context of Climate Change in a French Caribbean Island	Coastal flooding risks are becoming increasingly important because of the increasing vulnerability of coastal territories and the rise of ocean levels in relation to climate change. Studying the adaptation to these phenomena requires taking into account the coping strategies (problem-focused or emotional-focused coping) implemented by the inhabitants of the exposed territories. A theoretical model of situational and dispositional factors determining these strategies has been proposed and tested empirically with 583 inhabitants of the island of Guadeloupe, which is exposed to said coastal flooding risk. The fit index confirms the adequacy of the model. The results indicate that coastal flooding risk perception, difficulties to regulate emotions, and place attachment predict avoidance coping. Vigilant coping is only predicted by perceived action efficiency. The roles of duration of residence and distance from the sea have been highlighted.	coping strategies; coastal flooding risk; place attachment; risk perception; climate change
4113	Global warming-enhanced stratification and mass mortality events in the Mediterranean	Summer conditions in the Mediterranean Sea are characterized by high temperatures and low food availability. This leads to ``summer dormancy'' in many benthic suspension feeders due to energetic constraints. Analysis of the most recent 33-year temperature time series demonstrated enhanced stratification due to global warming, which produced a approximate to 40\% lengthening of summer conditions. Many biological processes are expected to be affected by this trend, culminating in such events as mass mortality of invertebrates. Climatic anomalies concomitant with the occurrence of these events represent prolonged exposure to warmer summer conditions coupled with reduced food resources. Simulation of the effects of these conditions on a model organism demonstrated a biomass loss of > 35\%. Losses of this magnitude result in mortality similar to that noted in field observations during mass mortality events. These results indicate that temperature anomalies are the underlying cause of the events, with energetic constraints serving as the main triggering mechanism.	climatic anomalies; summer lengthening; energetic constraints; benthic suspension feeders; extreme events
4805	Pteropods on the edge: Cumulative effects of ocean acidification, warming, and deoxygenation	We review the state of knowledge of the individual and community responses of euthecosome (shelled) pteropods in the context of global environmental change. In particular, we focus on their responses to ocean acidification, in combination with ocean warming and ocean deoxygenation, as inferred from a growing body of empirical literature, and their relatively nascent place in ecosystem-scale models. Our objectives are: (1) to summarize the threats that these stressors pose to pteropod populations; (2) to demonstrate that pteropods are strong candidate indicators for cumulative effects of OA, warming, and deoxygenation in marine ecosystems; and (3) to provide insight on incorporating pteropods into population and ecosystem models, which will help inform ecosystem-based management of marine resources under future environmental regimes. (C) 2016 Elsevier Ltd. All rights reserved.	NA
347	The Impact of Offshore Wind Farms on Marine Ecosystems: A Review Taking an Ecosystem Services Perspective	The rapid increase in renewable energy generation from wind has increased concerns about the impacts that wind arrays have on the marine environment and what these impacts mean for society. One method for identifying the impacts of offshore wind farms (OWFs) on human welfare is through the assessment and valuation of ecosystem services. Using an ecosystem services approach, this paper reviews the impacts of OWFs on the ecosystem services delivered by marine environments. During the construction phase, supporting services such as reduced energy capture and nutrient cycling are changed due to the introduction of hard substrate and the reduction in soft sediment habitat at turbine bases. This may lead to changes in all other ecosystem services, both negative and positive. Quantifying these changes, however, is a challenge partly due to data limitations and a lack of clear understanding of the impacts of OWFs on the marine ecosystems. Scientific effort needs to quantitatively explore the impacts of OWFs on ecosystem functionality and the gathering of data that enables the assessment of changes to ecosystem services. Data needed to better quantify and value the impacts of OWFs on ecosystem services are suggested. The development of methods which integrate socioeconomic valuation of ecosystem services into the evaluation of renewable energy devices compliments efforts in assessing the environmental impacts and should enable a holistic assessment of the impact of renewable energy production and greenhouse gas mitigation technologies on the U. K. carbon footprint.	Cultural ecosystem services; marine renewable energy installations; provisioning services; regulatory services; supporting services; valuation
198	Economic optimisation of European supply chains for CO2 capture, transport and sequestration, including societal risk analysis and risk mitigation measures	European large stationary sources are currently emitting more than 1.4 Gt of CO2 every year. A significant decrease in greenhouse gases emissions cannot be achieved without carbon capture and sequestration (CCS) technologies. However, although being practiced for over 30 years, CO2 transportation is intrinsically characterised by the risk of leakage. This study proposes to assess and tackle this issue within the CCS design problem, by proposing a spatially explicit mixed integer linear programming approach for the economic optimisation of a European supply chain for carbon capture, transport and geological storage, where societal risk assessment is formally incorporated within the modelling framework. Post-combustion, oxy-fuel combustion and pre-combustion are considered as technological options for CO2 capture, whereas both pipelines (inshore and offshore) and ships are taken into account as transport means. Both inland-inshore and offshore injection options are available for carbon geological sequestration. Risk mitigation measures are considered in the design of the transport network. The overall supply chain is economically optimised for different minimum carbon reduction scenarios. Results demonstrate that accounting for societal risk may impact the overall carbon sequestration capacity, and that the proposed approach may represent a valuable tool to support policy makers in their strategic decisions.	Supply chain optimisation; Carbon capture and storage; Societal risk analysis; Risk mitigation measures; Hazardous CO2 transport
2245	Emissions of greenhouse gases from Lake Neusiedl, a shallow steppe lake in Eastern Austria	Greenhouse gas emissions of Lake Neusiedl, the westernmost European shallow steppe lake, were analysed to identify differences between the seasons of the years and between different locations in the pelagic zone and reed belt. Emissions of CO2, CH4 and N2O were measured in gas samples that had been recovered from the gas space of floating chambers operated as closed systems. Sampling periods covered all seasons except winter. Scaled up to the whole lake area (320 km(2)), the diffusive emissions of spring, summer and autumn totalled to about 79,500 t CO(2)e, disregarding bubble emissions, winter emissions and plant-mediated emissions. The emission sum consisted of about 57,000 t CO2, 760 t CH4, and 12 t N2O. Approximately one-third of the methane and carbon dioxide emissions originated in the pelagic zone and two-thirds in the reed belt (without plant emissions) whereas nitrous oxide emissions were similar in these two zones. An estimate of ebullitive emissions resulted in additional 1,765 t CH4 that predominantly originated in or near the reed belt from spring to autumn.	Carbon dioxide; Methane; Nitrous oxide; Ebullition; Gas flux
5674	The wind potential impact on the maximum wind energy penetration in autonomous electrical grids	According to long-term wind speed measurements the Aegean Archipelago possesses excellent wind potential, hence properly designed wind energy applications can substantially contribute to fulfill the energy requirements of the island societies. On top of this, in Most islands the electricity production cost is extremely high, while significant insufficient power supply problems are often encountered, especially during the summer. Unfortunately, the stochastic behaviour of the wind and the important fluctuations of daily and seasonal electricity load pose a strict penetration limit for the contribution of wind energy in the corresponding load demand. The application of this limit is necessary in order to avoid hazardous electricity grid fluctuations and to protect the existing thermal power units from operating near or below their technical minima. In this context, the main target of the proposed study is to present an integrated methodology able to estimate the maximum wind energy penetration in autonomous electrical grids on the basis of the available wind potential existing in the Aegean Archipelago area. For this purpose a large number of representative wind potential types have been investigated and interesting conclusions have been derived. (C) 2007 Elsevier Ltd. All rights reserved.	autonomous electrical networks; wind energy absorbance; wind potential; Weibull parameters; wind penetration constraints; stochastic analysis
3978	Improved salt removal and power generation in a cascade of two hydraulically connected up-flow microbial desalination cells	A novel two chamber up-flow microbial desalination cell (UMDC) was designed for evaluating desalination of real seawater with simultaneous wastewater treatment and energy generation. Two UMDCs were hydraulically connected in continuous flow mode (cascade mode) and operated at ten different hydraulic retention times (HRTs) {[}120 h to 12 h] and salt retention times (SRTs) {[}40 h to 4 h] for improved performance of chemical oxygen demand (COD) and salt removal. These UMDCs were operated at different combinations of high power (higher external resistance) and high current (low external resistance) mode to find the most suitable conditions for obtaining higher COD removal, salt removal, power production and current generation. The optimum HRT and SRT were 60 h and 40 h, respectively. The highest salt removal achieved was 72\% at SRT of 40, while the highest COD removal was 83\% at a HRT of 60 h. A maximum current density of 2.375 A/m(2) was obtained, while the maximum power density was 5.879 W/m(2). The obtained results give an overlook for the scale up of UMDCs in the future. In the entire system, membrane fouling is still a major problem. As the operation time increases, this resulted in low power generation and low salt removal efficiency. The UMDCs can function as sustainable and alternative solution for real wastewater treatment and seawater desalination with resource recovery and power production.	Microbial desalination cells; cascade process; salt removal; bioelectricity generation
